Strike,Maturity,Price,ModelPrice,PricingError
70.0,0.08333333333333333,30.29564837032983,30.29546111969879,-0.00018725063103985917
71.01694915254237,0.08333333333333333,29.2839088734685,29.28481894406168,0.0009100705931786024
72.03389830508475,0.08333333333333333,28.27485030315161,28.274896681220472,4.637806886265139e-05
73.0508474576271,0.08333333333333333,27.265992503741465,27.265814995531006,-0.00017750821045936505
74.0677966101695,0.08333333333333333,26.25862871498995,26.258578089815163,-5.0625174786489424e-05
75.08474576271186,0.08333333333333333,25.25153198169994,25.25208455637188,0.0005525746719392544
76.10169491525424,0.08333333333333333,24.24906925489033,24.249439108718843,0.000369853828512845
77.11864406779662,0.08333333333333333,23.24677591574871,23.247677499544945,0.0009015837962351725
78.13559322033899,0.08333333333333333,22.2583713891844,22.25192455004098,-0.006446839143421812
79.15254237288134,0.08333333333333333,21.25534700858479,21.258192765750408,0.0028457571656197445
80.16949152542371,0.08333333333333333,20.27032970022117,20.27244189376784,0.0021121935466723585
81.18644067796609,0.08333333333333333,19.2903752262925,19.290728514290684,0.00035328799818401535
82.20338983050848,0.08333333333333333,18.322919004204095,18.319759300551357,-0.0031597036527379885
83.22033898305085,0.08333333333333333,17.34868044681193,17.35505482938219,0.006374382570260906
84.23728813559322,0.08333333333333333,16.40282012008407,16.405230236703108,0.0024101166190391154
85.2542372881356,0.08333333333333333,15.46945676040983,15.463305613695907,-0.006151146713923694
86.27118644067795,0.08333333333333333,14.53861978064188,14.542707749078609,0.0040879684367283176
87.28813559322033,0.08333333333333333,13.62375362790742,13.629668271059142,0.005914643151722743
88.3050847457627,0.08333333333333333,12.73252167114067,12.748035579946386,0.01551390880571546
89.3220338983051,0.08333333333333333,11.8569748041642,11.869706791790124,0.012731987625924646
90.33898305084746,0.08333333333333333,11.0215553656883,11.03808368551909,0.016528319830790394
91.35593220338983,0.08333333333333333,10.217220722644972,10.20646057924806,-0.010760143396913335
92.3728813559322,0.08333333333333333,9.41131406223036,9.429426534266318,0.01811247203595734
93.38983050847456,0.08333333333333333,8.633213290741338,8.659466490886874,0.026253200145536226
94.40677966101696,0.08333333333333333,7.9222492168126015,7.936906306242168,0.014657089429566561
95.42372881355932,0.08333333333333333,7.242865333074454,7.239834659264659,-0.003030673809795381
96.4406779661017,0.08333333333333333,6.568086681368129,6.5724137567915335,0.004327075423404381
97.45762711864408,0.08333333333333333,5.937515307356313,5.957750675887263,0.020235368530950204
98.47457627118644,0.08333333333333333,5.397208073056973,5.344188554715623,-0.053019518341350214
99.4915254237288,0.08333333333333333,4.807298780055234,4.818433820926952,0.011135040871717905
100.5084745762712,0.08333333333333333,4.276086028377037,4.292679087138268,0.01659305876123085
101.52542372881348,0.08333333333333333,3.814804263476283,3.8223148804097935,0.007510616933510406
102.5423728813559,0.08333333333333333,3.395070038876113,3.3878676378378465,-0.007202401038266526
103.5593220338983,0.08333333333333333,2.954484832679448,2.965984881205776,0.011500048526328133
104.57627118644072,0.08333333333333333,2.582841053930963,2.620574850225314,0.03773379629435114
105.5932203389831,0.08333333333333333,2.258258169193873,2.2751648192448664,0.016906650050993566
106.6101694915254,0.08333333333333333,1.96243062286338,1.9802708243383558,0.01784020147497567
107.6271186440678,0.08333333333333333,1.698531680851705,1.7170901405631975,0.018558459711492503
108.6440677966102,0.08333333333333333,1.460148672880571,1.455685940021582,-0.004462732858989016
109.6610169491525,0.08333333333333333,1.260235049666921,1.2642445480542988,0.004009498387377741
110.67796610169492,0.08333333333333333,1.0503701670967087,1.0728031560869915,0.022432988990282787
111.6949152542373,0.08333333333333333,0.8911225177908902,0.9032323673337876,0.0121098495428974
112.7118644067797,0.08333333333333333,0.7650050452162648,0.770765049242983,0.0057600040267181685
